2025-03-24 09:23:08.726 GMT [7100] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
2025-03-24 21:07:46.137 GMT [14812] STATEMENT:  INSERT INTO "ir_model_access" ("active", "create_date", "create_uid", "group_id", "model_id", "name", "perm_create", "perm_read", "perm_unlink", "perm_write", "write_date", "write_uid") VALUES (true, '2025-03-24 21:07:45.997279', 1, 1, DEFAULT, 'onboarding_offboarding.onboarding_offboarding', true, true, true, true, '2025-03-24 21:07:45.997279', 1), (true, '2025-03-24 21:07:45.997279', 1, 1, 519, 'hr_candidate_cv', true, true, true, true, '2025-03-24 21:07:45.997279', 1) RETURNING "id"
2025-03-24 21:07:46.142 GMT [14812] ERROR:  null value in column "model_id" violates not-null constraint
2025-03-24 21:07:46.142 GMT [14812] DETAIL:  Failing row contains (582, null, 1, 1, 1, onboarding_offboarding.onboarding_offboarding, t, t, t, t, t, 2025-03-24 21:07:45.997279, 2025-03-24 21:07:45.997279).
2025-03-24 21:07:46.142 GMT [14812] STATEMENT:  INSERT INTO "ir_model_access" ("active", "create_date", "create_uid", "group_id", "name", "perm_create", "perm_read", "perm_unlink", "perm_write", "write_date", "write_uid") VALUES (true, '2025-03-24 21:07:45.997279', 1, 1, 'onboarding_offboarding.onboarding_offboarding', true, true, true, true, '2025-03-24 21:07:45.997279', 1) RETURNING "id"
2025-03-24 21:11:52.845 GMT [8232] ERROR:  foreign key constraint "hr_candidate_cv_name_fkey" cannot be implemented
2025-03-24 21:11:52.845 GMT [8232] DETAIL:  Key columns "name" and "id" are of incompatible types: character varying and integer.
2025-03-24 21:11:52.845 GMT [8232] STATEMENT:  
	        ALTER TABLE "hr_candidate_cv"
	        ALTER COLUMN "name" DROP DEFAULT,
	        ALTER COLUMN "name" TYPE VARCHAR USING "name"::VARCHAR
	    
2025-03-24 21:11:56.605 GMT [8232] ERROR:  foreign key constraint "hr_candidate_cv_name_fkey" cannot be implemented
2025-03-24 21:11:56.605 GMT [8232] DETAIL:  Key columns "name" and "id" are of incompatible types: character varying and integer.
2025-03-24 21:11:56.605 GMT [8232] STATEMENT:  
	        ALTER TABLE "hr_candidate_cv"
	        ALTER COLUMN "name" DROP DEFAULT,
	        ALTER COLUMN "name" TYPE VARCHAR USING "name"::VARCHAR
	    
2025-03-24 21:13:02.239 GMT [25908] ERROR:  null value in column "model_id" violates not-null constraint
2025-03-24 21:13:02.239 GMT [25908] DETAIL:  Failing row contains (584, null, 1, 1, 1, onboarding_offboarding.onboarding_offboarding, t, t, t, t, t, 2025-03-24 21:13:01.520248, 2025-03-24 21:13:01.520248).
2025-03-24 21:13:02.239 GMT [25908] STATEMENT:  INSERT INTO "ir_model_access" ("active", "create_date", "create_uid", "group_id", "model_id", "name", "perm_create", "perm_read", "perm_unlink", "perm_write", "write_date", "write_uid") VALUES (true, '2025-03-24 21:13:01.520248', 1, 1, DEFAULT, 'onboarding_offboarding.onboarding_offboarding', true, true, true, true, '2025-03-24 21:13:01.520248', 1), (true, '2025-03-24 21:13:01.520248', 1, 1, 519, 'hr_candidate_cv', true, true, true, true, '2025-03-24 21:13:01.520248', 1) RETURNING "id"
2025-03-24 21:13:02.242 GMT [25908] ERROR:  null value in column "model_id" violates not-null constraint
2025-03-24 21:13:02.242 GMT [25908] DETAIL:  Failing row contains (585, null, 1, 1, 1, onboarding_offboarding.onboarding_offboarding, t, t, t, t, t, 2025-03-24 21:13:01.520248, 2025-03-24 21:13:01.520248).
2025-03-24 21:13:02.242 GMT [25908] STATEMENT:  INSERT INTO "ir_model_access" ("active", "create_date", "create_uid", "group_id", "name", "perm_create", "perm_read", "perm_unlink", "perm_write", "write_date", "write_uid") VALUES (true, '2025-03-24 21:13:01.520248', 1, 1, 'onboarding_offboarding.onboarding_offboarding', true, true, true, true, '2025-03-24 21:13:01.520248', 1) RETURNING "id"
2025-03-24 21:15:44.836 GMT [12144] ERROR:  null value in column "model_id" violates not-null constraint
